Sexe,Age_Bac,Serie_Bac,Etablissement,Lieu_Habitation_Bac,Matieres_Preferees,Secteur_Desire,Competences_Techniques,Note_Maths,Note_Francais_Ecrit,Note_Francais_Oral,Note_Anglais_Ecrit,Note_Anglais_Oral,Note_Philo,Note_Physique_Chimie,Note_SVT,Note_Histoire_Geo,Note_EPS,Note_Espagnol_Ecrit,Note_Espagnol_Oral,Note_Facultative_1,Note_Facultative_2,Points_BAC,Personnalite,Religion,Secteur_Activite_Famille,Secteur_Activite,Justification_Choix,Descriptions
Masculin,17,D,LYCEE CLASSIQUE D4ABIDJAN,YOPOUGON,"Mathematiques, Science Physique, Anglais, EPS",Informatique / Télécoms,Non,15.0,15.0,13.0,12.5,13.0,10.0,11.0,12.0,12.0,17.0,11.0,12.0,18.0,15.0,272.0,"Réservé, Sympathique, Fiable, Habile",Christianisme,"Agroalimentaire, Informatique / Télécoms, Santé",Informatique / Télécoms,"Sécurité de l'emploi, Évolution rapide, Influence familiale ou amicale",Formation initiale
Masculin,18,D,Lycee Moderne Cocody Angre,Cococdy,"Mathematiques, Science Physique",Informatique / Télécoms,Non,10.0,7.0,13.0,12.5,14.0,6.0,16.0,12.0,4.0,15.0,11.0,12.0,15.0,14.0,222.0,"Chaleureux, Réservé, Sérieux, Timide, Difficile, Calme, Sympathique, Doux, Accessible, Ambitieux, Attentif, Perspicace, Visionnaire, Confiant, Loyal, Respectueux, Entreprenant, Consciencieux",Christianisme,"Banque / Assurance /Finances, Machines et équipements / Automobile, Marketing",Informatique / Télécoms,"Opportunités de carrière, Salaire attractif",Formation initiale
Masculin,18,C,Lycée moderne 2 odienne,Bromakoté,"Mathematiques, SVT, Science Physique, Histoire Geographie, PHYLOSOPHIE",Santé,Non,13.0,12.0,14.0,12.5,14.0,13.0,8.0,17.0,15.0,15.0,11.0,12.0,15.0,14.0,239.0,"Ouvert, Sympathique, Passionné, Analytique, Innovant, Logique, Polyvalent, Confiant, Motivé, Optimiste, Respectueux, Tolérant, Méthodique, Diplomatique",Islam,"Bois / Papier / Carton / Imprimerie, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Agriculture, Elevage",Informatique / Télécoms,"Opportunités de carrière, Salaire attractif, Évolution rapide, Influence familiale ou amicale",Formation initiale
Masculin,18,C,LYCÉE MODERNE D'AKOUPE,AKOUPÉ,"Mathematiques, Science Physique, Anglais",Santé,Non,17.0,11.0,14.0,12.5,14.0,11.0,16.0,12.0,6.0,17.0,11.0,12.0,15.0,14.0,269.0,"Renfermé, Sympathique, Analytique, Innovant, Habile, Loyal",Christianisme,"Commerce / Négoce / Distribution, Études et conseils, Informatique / Télécoms",Informatique / Télécoms,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Impact social, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable, Formation académique",Formation initiale
Masculin,17,D,Lycée Moderne Boga Doudou Emile de Lakota ,Lakota,"Mathematiques, Science Physique, Anglais, Français, PHYLOSOPHIE",Banque / Assurance /Finances,"Leadership , Organisation , gestion , méthodes de travail
",15.0,13.0,15.0,12.5,16.0,11.0,14.0,10.0,12.0,15.0,11.0,12.0,15.0,14.0,264.0,"Calme, Accessible, Ambitieux, Passionné, Discipliné, Logique, Habile, Polyvalent, Confiant, Loyal, Tolérant, Sociable, Consciencieux",Islam,"Commerce / Négoce / Distribution, Électronique / Électricité, Informatique / Télécoms, Agriculture",Informatique / Télécoms,"Opportunités de carrière, Sécurité de l'emploi, Possibilité de promotion, Influence familiale ou amicale","Développement de compétences spécifiques, Gestion de projets"
Masculin,18,D,COLLÈGE LA PEROUSE COCODY,COCODY ,"Mathematiques, SVT, Science Physique, Français",Informatique / Télécoms,Non,13.0,11.0,12.0,14.0,14.0,12.0,12.0,15.0,8.0,16.0,11.0,12.0,15.0,14.0,257.0,"Réservé, Sérieux, Timide, Facile, Changeant, Attentif, Discipliné, Sociable, Méthodique",Islam,"Banque / Assurance /Finances, Commerce / Négoce / Distribution, Droit",Informatique / Télécoms,"Opportunités de carrière, Salaire attractif, Flexibilité",Formation initiale
Masculin,17,C,LYCÉE MUNICIPAL YAKASSE ATTOBROU,YAKASSE ATTOBROU,Science Physique,Administration des entreprises,Non,14.0,14.0,15.0,12.5,16.0,12.0,11.0,10.0,14.0,13.0,11.0,12.0,15.0,14.0,258.0,"Ouvert, Facile, Changeant, Energetique, Sympathique, Obstiné, Ambitieux, Analytique, Fiable, Logique, Polyvalent, Motivé, Respectueux, Tolérant, Sociable, Consciencieux",Christianisme,"Études et conseils, Marketing",Informatique / Télécoms,"Opportunités de carrière, Impact social, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable, Influence familiale ou amicale",Formation initiale
Masculin,18,D,lycée classique et moderne 1 de Bouaké ,Bouaké ,"Mathematiques, Science Physique, Anglais, EPS",BTP / Matériaux de construction,Non,16.0,12.0,15.0,12.5,14.0,10.0,16.0,16.0,13.0,16.0,11.0,12.0,15.0,14.0,298.0,"Chaleureux, Réservé, Difficile, Autoritaire, Sympathique, Accessible, Ambitieux, Attentif, Cohérent, Analytique, Discipliné, Fiable, Visionnaire, Respectueux, Consciencieux, Transparent",Christianisme,"Agroalimentaire, Banque / Assurance /Finances, Commerce / Négoce / Distribution, Informatique / Télécoms, Agriculture",Informatique / Télécoms,"Sécurité de l'emploi, Impact social, Influence familiale ou amicale","Formation initiale, Résolution de défis majeurs"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,18.0,7.0,15.0,12.5,16.0,8.0,17.0,14.0,12.0,14.0,11.0,12.0,15.0,15.0,283.0,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,17,C,Cours secondaire méthodiste de Cocody,Cocody ,Mathematiques,Informatique / Télécoms,Non,14.0,12.0,17.0,12.5,13.0,12.0,13.0,13.0,12.0,15.0,11.0,12.0,17.0,15.0,272.0,"Gai, Réservé, Timide, Calme, Passionné, Loyal",Christianisme,"Agroalimentaire, Chimie / Parachimie, Informatique / Télécoms",Informatique / Télécoms,Opportunités de carrière,Première expérience professionnelle
Féminin,17,C,Ecole William ponty de yopougon ,Yopougon,"Mathematiques, SVT, Science Physique, Espagnol",Informatique / Télécoms,Non,13.0,12.0,12.0,12.0,12.0,11.0,13.0,14.0,6.0,14.0,11.0,12.0,15.0,14.0,245.0,"Energetique, Ambitieux, Passionné, Discipliné, Logique, Polyvalent",Christianisme,"Bois / Papier / Carton / Imprimerie, Études et conseils, Administration des entreprises",Informatique / Télécoms,"Passion personnelle, Opportunités de carrière, Salaire attractif","Formation initiale, Développement de compétences spécifiques, Certification ou formation continue, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,17,D,Lycée classique d'Abidjan ,Bingerville ,"Mathematiques, Science Physique",BTP / Matériaux de construction,Non,12.0,5.0,13.0,12.5,14.0,8.0,16.0,11.0,8.0,15.0,11.0,12.0,15.0,14.0,228.0,"Ouvert, Calme, Sympathique, Doux, Passionné, Respectueux",Islam,"Commerce / Négoce / Distribution, Agriculture, Santé",Informatique / Télécoms,"Passion personnelle, Opportunités de carrière, Sécurité de l'emploi","Formation initiale, Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine, Certification ou formation continue, Résolution de défis majeurs"
Masculin,17,C,Lycée moderne d'aboisso,Aboisso ,"Mathematiques, Science Physique, Anglais, Français, PHYLOSOPHIE",Informatique / Télécoms,Non,14.0,14.0,13.0,11.0,13.0,13.0,11.0,9.0,10.0,11.0,11.0,12.0,15.0,14.0,248.0,"Sérieux, Facile, Changeant, Accessible, Ambitieux, Attentif, Organisé, Logique, Consciencieux, Méthodique",Christianisme,"Agroalimentaire, Informatique / Télécoms, Agriculture",Informatique / Télécoms,Passion personnelle,Formation initiale
Masculin,18,D,lycée moderne de bonoua,bonoua,"Mathematiques, Science Physique, PHYLOSOPHIE, EPS",Informatique / Télécoms,Non,15.0,12.0,15.0,12.0,13.0,10.0,14.0,10.0,9.0,15.0,11.0,12.0,15.0,14.0,248.0,"Sérieux, Timide, Renfermé, Facile, Sympathique",Christianisme,BTP / Matériaux de construction,Informatique / Télécoms,"Passion personnelle, Opportunités de carrière, Flexibilité, Formation académique","Expérience internationale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,19,D,Lycée Classique d’Abidjan ,Cocody,"Mathematiques, Science Physique, PHYLOSOPHIE",Électronique / Électricité,"Logique mathématiques, techniques d'expression orale et écrite, électricité ",17.0,8.0,10.0,12.0,11.0,11.0,15.0,11.0,9.0,14.0,11.0,12.0,14.0,14.0,263.0,"Gai, Réservé, Timide, Calme, Energetique, Accessible, Passionné, Attentif, Discipliné, Innovant, Fiable, Polyvalent, Visionnaire, Idéaliste, Confiant, Loyal, Respectueux, Tolérant, Consciencieux, Transparent",Christianisme,"Commerce / Négoce / Distribution, Administration des entreprises, Santé",Informatique / Télécoms,"Passion personnelle, Opportunités de carrière","Formation initiale, Stage ou apprentissage, Développement de compétences spécifiques, Certification ou formation continue"
Masculin,18,D,Lycée Classique Abidjan,Yopougon,"Mathematiques, SVT, Science Physique, Espagnol, Anglais, Histoire Geographie",Informatique / Télécoms,"Création de sites web, changement de firmware de smartphone ",15.0,10.0,12.0,16.0,16.0,9.0,15.0,15.0,15.0,11.0,14.0,14.0,14.0,14.0,282.0,"Ouvert, Sérieux, Facile, Obstiné, Accessible, Ethique, Fiable, Polyvalent, Visionnaire, Confiant, Loyal, Optimiste, Respectueux, Tolérant, Sociable, Consciencieux",Christianisme,"BTP / Matériaux de construction, Achat / Transports / Logistique, Agriculture",Informatique / Télécoms,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Impact social, Flexibilité, Innovation et créativité, Environnement de travail agréable, Formation académique","Formation initiale, Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine"
Masculin,19,D,Lycée Municipal 1 de Koumassi ,Koumassi ,"Mathematiques, SVT, Science Physique",Achat / Transports / Logistique,Non,17.0,10.0,12.0,12.0,12.0,11.0,17.0,12.0,8.0,12.0,8.0,10.0,15.0,14.0,262.0,"Timide, Renfermé, Changeant",Christianisme,"Informatique / Télécoms, Achat / Transports / Logistique, Agriculture",Informatique / Télécoms,Influence familiale ou amicale,Formation initiale
Féminin,19,C,Institut Froebel la tulipe ,Marcory/Aliodan,"Mathematiques, Science Physique, EPS",Santé,"World, Excel ",14.0,11.0,13.0,12.5,13.0,14.0,13.0,9.0,5.0,15.0,11.0,12.0,15.0,14.0,244.0,"Timide, Calme, Sympathique, Confiant, Loyal, Respectueux, Sociable, Entreprenant, Utile",Islam,"BTP / Matériaux de construction, Marketing",Informatique / Télécoms,Opportunités de carrière,Stage ou apprentissage
Masculin,17,C,UNIVERSITÉ FÉLIX HOUPHOUET BOIGNY ,Port bouet,"Mathematiques, Science Physique, Anglais, Français",Banque / Assurance /Finances,J'ai amélioré mon niveau au football (j'espère avoir bien compris la question),17.0,8.0,14.0,12.5,12.0,13.0,13.0,12.0,7.0,15.0,11.0,12.0,15.0,14.0,262.0,"Ouvert, Chaleureux, Sérieux, Facile, Energetique, Sympathique, Doux, Polyvalent, Respectueux",Islam,"Commerce / Négoce / Distribution, Achat / Transports / Logistique",Banque / Assurance /Finances,"Passion personnelle, Opportunités de carrière, Salaire attractif, Flexibilité",Formation initiale
Masculin,17,C,Lycée municipal de koumassi,Koumassi ,"Mathematiques, SVT, Science Physique, PHYLOSOPHIE",Électronique / Électricité,Électronique ,14.0,10.0,10.0,12.5,10.0,12.0,15.0,15.0,12.0,19.0,11.0,12.0,15.0,14.0,240.0,"Réservé, Sérieux, Timide, Calme, Obstiné",Animisme,Commerce / Négoce / Distribution,Informatique / Télécoms,Passion personnelle,"Stage ou apprentissage, Certification ou formation continue"
Féminin,18,D,Lycée Moderne 1 de toumodi ,Toumodi ,"SVT, Science Physique, Anglais, Histoire Geographie, Français",Droit,Non,10.0,14.0,16.0,12.5,18.0,15.0,12.0,12.0,13.0,16.0,11.0,12.0,15.0,14.0,275.0,"Ouvert, Facile, Flegmatique, Analytique, Fiable",Christianisme,"Banque / Assurance /Finances, Droit, Santé",Banque / Assurance /Finances,Passion personnelle,Formation initiale
Masculin,21,C,LCA,adjamé,"Mathematiques, Science Physique, PHYLOSOPHIE",Informatique / Télécoms,non,12.0,8.0,13.0,12.0,12.0,8.0,12.0,8.0,10.0,13.0,11.0,10.0,12.0,10.0,230.0,"Ouvert, Sérieux, Sympathique, Doux, Ambitieux, Discipliné, Polyvalent, Visionnaire, Diplomatique",Islam,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Achat / Transports / Logistique",Informatique / Télécoms,"Opportunités de carrière, Salaire attractif, Évolution rapide, Formation académique",Stage ou apprentissage
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,11.0,14.0,12.0,12.0,14.0,10.0,13.0,14.0,7.0,10.0,11.0,12.0,15.0,14.0,233.0,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,18,C,Lycée Moderne d'Abengourou,Abengourou,"Mathematiques, Science Physique",Informatique / Télécoms,Non,15.0,8.0,16.0,12.5,16.0,10.0,19.0,7.0,10.0,12.0,11.0,12.0,15.0,14.0,270.0,"Ouvert, Réservé, Changeant, Calme, Cohérent, Analytique, Proactif, Fiable, Optimiste, Respectueux, Transparent",Christianisme,"Banque / Assurance /Finances, Marketing, Arts",Informatique / Télécoms,"Opportunités de carrière, Impact social, Formation académique","Formation initiale, Stage ou apprentissage, Première expérience professionnelle, Gestion de projets, Encadrement d'équipe, Certification ou formation continue"
Masculin,17,D,Lycée municipale Gadié Pierre 1 de yopougon ,Yopougon ,"Mathematiques, SVT, Science Physique, Français",Informatique / Télécoms,Non,9.0,15.0,14.0,12.5,11.0,7.0,14.0,14.0,7.0,15.0,11.0,12.0,15.0,14.0,234.0,"Réservé, Timide, Calme, Sympathique, Obstiné, Ambitieux, Passionné, Attentif, Cohérent, Discipliné, Fiable, Logique, Tenace, Polyvalent, Loyal, Motivé, Optimiste, Respectueux, Tolérant, Sociable, Consciencieux, Méthodique",Christianisme,Études et conseils,Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Formation académique",Formation initiale
Masculin,19,D,Lycee garçons de bingerville,Yopougon ,"Mathematiques, SVT, Français",Santé,Traitement de texte et maintenance informatique ,12.0,10.0,14.0,12.5,16.0,13.0,12.0,11.0,6.0,14.0,11.0,12.0,12.0,14.0,230.0,"Ouvert, Chaleureux, Facile, Changeant, Accommodant, Calme, Energetique, Ambitieux, Passionné, Fiable, Logique, Polyvalent, Idéaliste, Loyal, Optimiste, Utile",Christianisme,Informatique / Télécoms,Informatique / Télécoms,"Passion personnelle, Environnement de travail agréable, Formation académique","Formation initiale, Stage ou apprentissage, Certification ou formation continue"
Masculin,19,D,Provincial,Abobo,"Mathematiques, SVT, Science Physique, Anglais, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Informatique / Télécoms,Non,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,11.0,17.0,11.0,12.0,15.0,14.0,248.0,Passionné,Islam,"Agroalimentaire, Sciences humaines, Santé",Informatique / Télécoms,"Passion personnelle, Opportunités de carrière, Évolution rapide, Innovation et créativité","Formation initiale, Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Évolution de poste, Gestion de projets, Spécialisation dans un domaine, Expérience internationale, Certification ou formation continue, Résolution de défis majeurs"
Masculin,21,C,LMSEG,Yopougon ,"Mathematiques, Science Physique, Anglais",Informatique / Télécoms,Non,15.0,7.0,14.0,14.0,15.0,10.0,12.0,10.0,10.0,14.0,11.0,12.0,15.0,14.0,145.0,"Réservé, Difficile, Ambitieux, Discipliné, Organisé, Polyvalent, Visionnaire, Motivé, Respectueux, Consciencieux, Transparent",Islam,"Agroalimentaire, Commerce / Négoce / Distribution, Machines et équipements / Automobile, Achat / Transports / Logistique, Santé",Informatique / Télécoms,"Passion personnelle, Sécurité de l'emploi, Évolution rapide, Environnement de travail agréable","Formation initiale, Stage ou apprentissage, Développement de compétences spécifiques"
Masculin,18,D,Lycée moderne 2 Bernard Zadi Zaourou de Soubré ,Soubré ,"Mathematiques, SVT, Science Physique, Anglais, Histoire Geographie, Français, PHYLOSOPHIE, EPS",BTP / Matériaux de construction,"L'art de la parole, solidarité ",11.0,10.0,14.0,12.5,12.0,7.0,10.0,12.0,10.0,12.0,11.0,12.0,15.0,14.0,212.0,"Ouvert, Chaleureux, Réservé, Sérieux, Timide, Energetique, Sympathique, Passionné, Anxieux",Islam,Agriculture,BTP / Matériaux de construction,"Passion personnelle, Opportunités de carrière, Innovation et créativité",Stage ou apprentissage
Masculin,17,C,ISCA,Adjame,"Mathematiques, Science Physique, Anglais",Administration des entreprises,Html,12.0,12.0,10.0,12.5,8.0,5.0,10.0,12.0,9.0,16.0,11.0,12.0,15.0,14.0,211.0,"Ouvert, Ambitieux, Visionnaire, Respectueux, Entreprenant",Christianisme,Commerce / Négoce / Distribution,Informatique / Télécoms,"Salaire attractif, Sécurité de l'emploi, Formation académique","Formation initiale, Gestion de projets, Encadrement d'équipe"
Masculin,22,D,Lycée Moderne Djedji Amondji Pierre Adjamé 220 lgts,Attecoube ,"Mathematiques, Anglais, Histoire Geographie, PHYLOSOPHIE",Banque / Assurance /Finances,"Mathématiques, Informatique bureautique, philosophie ",12.0,10.0,12.0,12.0,14.0,14.0,15.0,13.0,12.0,13.0,11.0,12.0,15.0,14.0,256.0,"Réservé, Calme, Sympathique, Ambitieux, Passionné, Anxieux, Analytique, Proactif, Confiant, Optimiste, Respectueux, Sociable",Islam,"Commerce / Négoce / Distribution, Achat / Transports / Logistique, Marketing",Informatique / Télécoms,"Passion personnelle, Innovation et créativité","Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Gestion de projets, Encadrement d'équipe"
Masculin,23,D,Lycée moderne 2 Bouaké ,Bouaké ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,16.0,8.0,13.0,12.5,10.0,6.0,14.0,11.0,8.0,16.0,11.0,12.0,15.0,14.0,248.0,"Ouvert, Sérieux, Timide, Calme, Doux, Ambitieux, Passionné, Attentif, Cohérent, Innovant, Organisé, Proactif, Logique, Utile",Christianisme,"Informatique / Télécoms, Agriculture, Santé",Informatique / Télécoms,"Passion personnelle, Salaire attractif, Innovation et créativité","Stage ou apprentissage, Certification ou formation continue"
